"mRNA","logFC","FDR","Delta","YA","OA","start","end","diff_exp","gene"
"ENSG00000184292",-0.115542156996911,0.860363060434251,-54.8532638974102,474.746753246753,392.583333333333,58575433,58577252,"No","TACSTD2"
"ENSG00000112592",-0.0658998645323133,0.937163730695641,-54.9313883784675,833.558441558442,741.203703703704,170554302,170572870,"No","TBP"
"ENSG00000184857",-0.121683059538427,0.849093583188906,-54.9454324297608,451.545454545455,385.935185185185,8780384,8797642,"No","TMEM186"
"ENSG00000156232",-0.0581443011569577,0.946008355378242,-54.9724162607265,945.448051948052,853.527777777778,82809628,82836108,"No","WHAMM"
"ENSG00000263400",-0.802656459852619,0.000769549978806493,-54.9871795548385,68.5064935064935,33.3148148148148,10729777,10815164,"No","TMEM220-AS1"
"ENSG00000167562",-0.181522935828568,0.724823675359807,-55.0108793189563,303.051948051948,249.453703703704,52555457,52587174,"No","ZNF701"
"ENSG00000125863",-0.0426326416566089,0.962122266209992,-55.0298816479483,1290.79220779221,1155.61111111111,10401009,10434222,"No","MKKS"
"ENSG00000130957",-2.17146739275374,4.17440057885036e-21,-55.0340080124536,25.3441558441558,3.48148148148148,94558720,94593824,"DOWN","FBP2"
"ENSG00000142765",-0.19480964057357,0.693749988634445,-55.1146833126614,282.915584415584,220.657407407407,27342020,27353937,"No","SYTL1"
"ENSG00000286532",-0.203328808622372,0.673606151126849,-55.1153103060537,271.064935064935,218.175925925926,85537462,85538666,"No","PARTICL"
"ENSG00000171540",-2.04887085549728,1.25217691577778e-19,-55.1465564677676,26.9155844155844,5.83333333333333,77628712,77638713,"DOWN","OTP"
"ENSG00000112137",-0.295772061442108,0.425255704326547,-55.1634100567547,186.506493506494,137.592592592593,12716554,13287843,"No","PHACTR1"
"ENSG00000198740",-0.0355728110132213,0.969028372580854,-55.1824385803992,1551.25324675325,1395.66666666667,49289206,49362473,"No","ZNF652"
"ENSG00000108785",-0.50843005971324,0.0632244202243665,-55.2009779117232,108.571428571429,72.7314814814815,42546764,42548706,"No","ENSG00000108785"
"ENSG00000160588",-0.352563888227058,0.28635920226519,-55.2037210183055,156.577922077922,111.351851851852,118226690,118252365,"No","MPZL3"
"ENSG00000145777",-0.403664905476407,0.18616267009115,-55.2522892372545,136.876623376623,89.1574074074074,111070062,111078026,"No","TSLP"
"ENSG00000119927",-0.059102051884344,0.945057404150874,-55.2550455980539,934.909090909091,817.824074074074,112149865,112215377,"No","GPAM"
"ENSG00000187772",-1.49050704931096,1.91723918578323e-11,-55.2745828481488,37.0844155844156,14.787037037037,104936616,105083332,"No","LIN28B"
"ENSG00000226453",-1.01022070856354,1.0733099313671e-05,-55.3128637312191,54.7532467532468,24.537037037037,81844602,82169391,"No","ENSG00000226453"
"ENSG00000249421",-1.96601672971978,3.64690396508005e-18,-55.3165616225701,28.1363636363636,6.52777777777778,129424782,129461076,"DOWN","ADAMTS19-AS1"
"ENSG00000196597",-0.257371190959691,0.531056301189907,-55.3197648828359,214.941558441558,164.314814814815,96816269,96875623,"No","ZNF782"
"ENSG00000151967",-0.633766349137144,0.0123213887295347,-55.3845943291408,87.3896103896104,54.3055555555556,159839861,159897360,"No","SCHIP1"
"ENSG00000112619",-0.243600472595058,0.566826651248783,-55.3953801966163,227.402597402597,176,42696598,42722597,"No","PRPH2"
"ENSG00000148019",-0.0319204559044385,0.971870505936156,-55.4611703068988,1737.48051948052,1555.07407407407,78236062,78279690,"No","CEP78"
"ENSG00000277954",-0.257604358446175,0.529488115915858,-55.4735931113669,215.344155844156,172.453703703704,79202624,79206739,"No","ENSG00000277954"
"ENSG00000213839",-0.285756989117129,0.452222102923013,-55.4795338806042,194.149350649351,146.12037037037,37885683,37886390,"No","ENSG00000213839"
"ENSG00000250132",-0.301429830390677,0.409739566226204,-55.521808888714,184.194805194805,139.37037037037,974133,991190,"No","ENSG00000250132"
"ENSG00000158748",-1.01333057404765,1.00467181931877e-05,-55.5291994440786,54.7987012987013,25.6574074074074,19664875,19680966,"No","HTR6"
"ENSG00000115290",-0.374930480732655,0.238385945484273,-55.5384034186579,148.12987012987,108.990740740741,164492417,164621482,"No","GRB14"
"ENSG00000259865",-0.205992978859589,0.666431363828438,-55.5552363050345,269.694805194805,220.259259259259,247187281,247188526,"No","ENSG00000259865"
"ENSG00000018280",-0.0780618585407046,0.921353216442159,-55.5967708220975,712.214285714286,610.490740740741,218382029,218396894,"No","SLC11A1"
"ENSG00000022567",-0.0522769940257857,0.952409720964132,-55.6203454164348,1063.95454545455,952.472222222222,141207166,141308305,"No","SLC45A4"
"ENSG00000197385",-0.682044575977457,0.00593396229016355,-55.6707812989392,81.6233766233766,46.2962962962963,31981750,31991723,"No","ZNF860"
"ENSG00000070190",-0.250857408856726,0.54694463979921,-55.6903447661933,222,163.037037037037,99816827,99870190,"No","DAPP1"
"ENSG00000170185",-0.0361596128979471,0.969028372580854,-55.7252507132727,1541.09090909091,1397.42592592593,143184917,143223874,"No","USP38"
"ENSG00000204764",-0.238032131544045,0.582375294057369,-55.7597996457885,234.253246753247,182.351851851852,170861870,171300015,"No","RANBP17"
"ENSG00000139194",-0.223231640202698,0.622982159054441,-55.7600746992025,249.785714285714,195.138888888889,7115736,7128889,"No","RBP5"
"ENSG00000173714",-0.332998710524423,0.328366291033635,-55.7643100371061,167.461038961039,123.472222222222,50834650,50842353,"No","WFIKKN2"
"ENSG00000134343",-0.321184882505665,0.357586251601132,-55.7672894371362,173.62987012987,133.055555555556,26188842,26663289,"No","ANO3"
"ENSG00000205659",-0.0700383683128325,0.932343478660351,-55.7919274855632,796.590909090909,701.092592592593,74084796,74201235,"No","LIN52"
"ENSG00000147647",-1.02336451710981,7.65240096977264e-06,-55.8265279755815,54.5519480519481,25.7407407407407,104330324,104467055,"No","DPYS"
"ENSG00000132323",-0.0343592288012114,0.970178838635475,-55.8341930257193,1625.01298701299,1472.96296296296,238170402,238203708,"No","ILKAP"
"ENSG00000180817",-0.015877283172498,0.9879807780854,-55.8349406578823,3516.65584415584,3294.12037037037,70202835,70233911,"No","PPA1"
"ENSG00000135972",-0.105242064157391,0.879131269036495,-55.8391157158201,530.577922077922,455.12037037037,105038069,105099960,"No","MRPS9"
"ENSG00000239445",-0.497525079633436,0.0715981693662322,-55.9360339530735,112.428571428571,77.212962962963,98706236,98732757,"No","ENSG00000239445"
"ENSG00000103723",-0.184241818736681,0.720010058063312,-55.9365339937243,303.603896103896,242.62962962963,82659281,82709946,"No","AP3B2"
"ENSG00000160323",-0.152182518736103,0.787297874782246,-55.9498041935108,367.649350649351,301.75,133414358,133459402,"No","ADAMTS13"
"ENSG00000185414",-0.0374040465375387,0.968172461592131,-55.9992011019151,1497.14285714286,1334.4537037037,99181152,99199561,"No","MRPL30"
"ENSG00000007341",-0.107039427595588,0.876031840554759,-56.0198489994912,523.357142857143,451.342592592593,112523514,112620825,"No","ST7L"
"ENSG00000161798",-0.518029309451711,0.0562810663985601,-56.0615355280663,108.220779220779,72.5833333333333,49961872,49965682,"No","AQP5"
"ENSG00000165322",-0.0369767432317905,0.968327059275321,-56.1230127467449,1517.79220779221,1393.46296296296,31805398,31928876,"No","ARHGAP12"
"ENSG00000144182",-0.25468329852474,0.53730900901244,-56.1328605099138,220.402597402597,171.305555555556,99154955,99163157,"No","LIPT1"
"ENSG00000152076",-0.253308928975645,0.539884131401704,-56.2049746954401,221.883116883117,175.981481481481,130139287,130145134,"No","CCDC74B"
"ENSG00000121274",-0.0740846003735568,0.926772579864523,-56.2225145821921,758.896103896104,688.277777777778,50152911,50235310,"No","TENT4B"
"ENSG00000203943",-0.632559537502745,0.0126154535240379,-56.240293425244,88.9090909090909,54.0092592592593,84298366,84389957,"No","SAMD13"
"ENSG00000259877",-0.194348313440151,0.694574871440363,-56.2852907755244,289.61038961039,235.703703703704,89215211,89217653,"No","ZNF778-DT"
"ENSG00000150455",-0.274654964235472,0.481741676154735,-56.2899998779218,204.948051948052,160.787037037037,126283065,126298845,"No","TIRAP"
"ENSG00000180626",-0.152406816797837,0.786943979220628,-56.2965050230192,369.383116883117,306.361111111111,5179535,5191868,"No","ZNF594"
"ENSG00000197124",-0.197312153783044,0.686558909039596,-56.3095574455259,285.383116883117,232.907407407407,19997058,20039505,"No","ZNF682"
"ENSG00000164114",-0.0947621617052043,0.895243679933324,-56.3330284401821,594.467532467532,493.101851851852,155342658,155376970,"No","MAP9"
"ENSG00000251432",-0.665110205633855,0.00776006165243082,-56.3443359915537,84.7142857142857,49.3981481481481,128292751,128519398,"No","LINC02615"
"ENSG00000167685",-0.0381134753283818,0.96708581114316,-56.3621578175911,1478.7987012987,1352.34259259259,56132599,56160893,"No","ZNF444"
"ENSG00000100350",-0.023597373450739,0.980899552343597,-56.3727461065359,2388.94155844156,2170.31481481481,36487190,36507043,"No","FOXRED2"
"ENSG00000237004",-0.582212935689562,0.0250695357814593,-56.3877008818819,96.8506493506493,61.5185185185185,32728569,32753744,"No","ENSG00000237004"
"ENSG00000287059",-1.09924545560911,1.30714729277603e-06,-56.4041401962545,51.3116883116883,23.4259259259259,14038647,14047181,"No","ENSG00000287059"
"ENSG00000187942",-0.611720372454778,0.0167790342814415,-56.4053849925834,92.2077922077922,59.6574074074074,21812265,21825225,"No","LDLRAD2"
"ENSG00000124466",-0.395732360700451,0.200625087694985,-56.4458249035461,142.636363636364,98.3703703703704,43460787,43465608,"No","LYPD3"
"ENSG00000181610",-0.0282926879507379,0.976388519896623,-56.4589773994621,1995.53246753247,1814.83333333333,57834781,57850056,"No","MRPS23"
"ENSG00000232040",-0.603091511639485,0.0187789938803598,-56.4869608044671,93.6623376623377,59,28570535,28616212,"No","SCAND3"
"ENSG00000137821",-0.1089159198369,0.871603999751774,-56.5153392093951,518.88961038961,456.814814814815,70853239,71053658,"No","LRRC49"
"ENSG00000166831",-0.0701714143024961,0.932343478660351,-56.5235298791951,805.506493506493,716.240740740741,64739891,64775589,"No","RBPMS2"
"ENSG00000146409",-0.0621704459816644,0.942571486132939,-56.5294872693151,909.266233766234,818.157407407407,132769370,132813339,"No","SLC18B1"
"ENSG00000090686",-0.0166922701371291,0.98672446866456,-56.5634916214945,3388.6038961039,3120.68518518519,21678298,21783606,"No","USP48"
"ENSG00000138347",-0.211147028993839,0.654754596541316,-56.5640953320832,267.88961038961,160.574074074074,68106117,68212017,"No","MYPN"
"ENSG00000124641",-0.0474146201435871,0.95770797083466,-56.5714916870314,1193.12337662338,1083.5462962963,41905354,41921139,"No","MED20"
"ENSG00000115138",-0.452160228367001,0.11697720118557,-56.6169200233824,125.214285714286,88.4444444444444,25160853,25168903,"No","POMC"
"ENSG00000170265",-0.023351354131521,0.981059338057272,-56.6317343661986,2425.2012987013,2218.89814814815,149195546,149226238,"No","ZNF282"
"ENSG00000156920",-1.49510247463838,1.67672757389661e-11,-56.6488502565904,37.8896103896104,15.1574074074074,136300963,136416890,"No","ADGRG4"
"ENSG00000119878",-0.0515972210889028,0.95265746812413,-56.6664805374424,1098.24675324675,980.833333333333,46616416,46630176,"No","CRIPT"
"ENSG00000101695",-0.15644118393032,0.779634320814498,-56.6814853231173,362.318181818182,307.935185185185,32018825,32073219,"No","RNF125"
"ENSG00000273079",-1.14038477794457,4.85357148322905e-07,-56.6860095789979,49.7077922077922,20.1296296296296,13437942,13982002,"No","GRIN2B"
"ENSG00000273820",-0.157853132706086,0.776763536245052,-56.690800068672,359.136363636364,305.37037037037,49879484,49882558,"No","USP27X"
"ENSG00000176714",-0.286544572515887,0.449998427633422,-56.7153578886801,197.928571428571,150.185185185185,27625638,27629012,"No","CCDC121"
"ENSG00000266524",-0.164288998203219,0.763705737311084,-56.7277109055595,345.292207792208,218,47300197,47313577,"No","GDF10"
"ENSG00000165506",-0.0940625105320267,0.896087519557191,-56.7349637388855,603.162337662338,519.314814814815,49625174,49635244,"No","DNAAF2"
"ENSG00000260804",-0.126880355365696,0.838847802023234,-56.8250973371911,447.863636363636,379.740740740741,216217045,216220192,"No","LINC01963"
"ENSG00000115353",-0.525119275482586,0.0514205874363322,-56.8731454271042,108.305194805195,78.8703703703704,75046463,75199520,"No","TACR1"
"ENSG00000133460",-0.147424498033631,0.796640353845733,-56.9058562409817,386,327.435185185185,23856703,23886309,"No","SLC2A11"
"ENSG00000206561",-0.376440938608103,0.236316471573474,-56.9061366934847,151.168831168831,107.268518518519,15450133,15521751,"No","COLQ"
"ENSG00000175155",-0.0399651530306824,0.964761847222616,-56.9173847931711,1424.17532467532,1282.36111111111,59331655,59401729,"No","YPEL2"
"ENSG00000165863",-1.08275583890217,1.95167748730451e-06,-56.943113891355,52.5909090909091,24.75,116663696,116670264,"No","SPMIP5"
"ENSG00000102048",-0.375856626784092,0.23712929553408,-56.9471602126832,151.512987012987,108.75,15235288,15270467,"No","ASB9"
"ENSG00000069812",-0.769759981598202,0.00138286558534233,-56.9672370797059,74.0064935064935,40.3611111111111,6412418,6424670,"No","HES2"
"ENSG00000236449",-0.832788831739062,0.000458520405246712,-56.986550057573,68.4285714285714,30.7222222222222,174547141,174776720,"No","ENSG00000236449"
"ENSG00000167554",-0.240085752220402,0.576340108860194,-56.9923041813068,237.383116883117,185.694444444444,52336243,52367778,"No","ZNF610"
"ENSG00000108465",-0.225912679707931,0.616119418497637,-57.0004096281258,252.311688311688,193.972222222222,47967810,47981781,"No","CDK5RAP3"
"ENSG00000167977",-0.0263038553756011,0.978141527942131,-57.0359818841102,2168.35064935065,1985.02777777778,2682523,2709030,"No","KCTD5"
"ENSG00000260563",-0.162500605671986,0.766558154394602,-57.0450989820341,351.045454545455,272.87037037037,82293716,82294910,"No","ENSG00000260563"
"ENSG00000146776",-0.128560741997873,0.835872316149144,-57.0467422365236,443.733766233766,379.916666666667,105605067,105876604,"No","ATXN7L1"
"ENSG00000197557",-0.156304246491813,0.780197520463365,-57.0764240355008,365.162337662338,305.685185185185,177612999,177618742,"No","IFT70A"
"ENSG00000139734",-0.0644694968173784,0.939537522866413,-57.0952748275205,885.616883116883,785.472222222222,59665583,60163928,"No","DIAPH3"
"ENSG00000266173",-0.277824055959163,0.473167242302371,-57.1289245458364,205.62987012987,155.703703703704,63682336,63741986,"No","STRADA"
"ENSG00000111863",-0.430179131678377,0.146118942312052,-57.180304061405,132.922077922078,93.0092592592593,11712054,11807046,"No","ADTRP"
"ENSG00000086730",-0.0697670983355602,0.932343478660351,-57.1881811122799,819.701298701299,731.944444444444,74199652,74229834,"No","LAT2"
"ENSG00000279059",-0.335365194759377,0.32366187905481,-57.1906541868232,170.532467532468,124.592592592593,54956760,54958426,"No","ENSG00000279059"
"ENSG00000197566",-0.155128415724469,0.782162714741969,-57.2141802358337,368.818181818182,305.240740740741,16620734,16653856,"No","ZNF624"
"ENSG00000204882",-0.696487846184882,0.00486596974619287,-57.2205469476048,82.1558441558442,39.9444444444444,141356470,141367286,"No","GPR20"
"ENSG00000184232",-0.0131017830661908,0.990667902060486,-57.2522397038514,4369.8051948052,3956.75,120211032,120230334,"No","OAF"
"ENSG00000113272",-0.0554040599226617,0.949367029180538,-57.2719682286257,1033.71428571429,925.759259259259,157731420,157741449,"No","THG1L"
"ENSG00000196659",-0.210371278528224,0.65600267043671,-57.2728975556774,272.246753246753,219.342592592593,177548998,177552796,"No","IFT70B"
"ENSG00000054803",-0.346922161000045,0.297265569433439,-57.2804531671958,165.11038961039,129.657407407407,55997357,56005519,"No","CBLN4"
"ENSG00000178149",-0.076785077407758,0.923123658452109,-57.3021105265363,746.266233766234,664.287037037037,49015488,49022293,"No","DALRD3"
"ENSG00000196932",-0.166771560020921,0.757532459461749,-57.3098553757608,343.642857142857,278.953703703704,61406642,61453381,"No","TMEM26"
"ENSG00000157992",-0.939749927496901,4.96298900636419e-05,-57.3186433050545,60.9935064935065,31.6203703703704,27442366,27446481,"No","KRTCAP3"
"ENSG00000226530",-1.1934357365096,1.2145639136745e-07,-57.4244078411437,48.1168831168831,18.8703703703704,51395959,51465661,"No","ENSG00000226530"
"ENSG00000139914",-0.925020807394066,7.03862267142406e-05,-57.4293762304848,62.0844155844156,25.6759259259259,24131275,24132849,"No","FITM1"
"ENSG00000062370",-0.191359387371844,0.702466814171939,-57.4699458827779,300.324675324675,244.490740740741,44326555,44367217,"No","ZNF112"
"ENSG00000235652",-0.129259158939721,0.835078921008639,-57.5102535859207,444.922077922078,382.009259259259,145799409,145887430,"No","EPM2A-DT"
"ENSG00000154743",-0.126716322161324,0.83900364004547,-57.5316787610233,454.019480519481,394.703703703704,12484432,12539623,"No","TSEN2"
"ENSG00000169519",-0.114601703126023,0.861511018946866,-57.5345199706839,502.038961038961,428.305555555556,28108248,28527041,"No","METTL15"
"ENSG00000124222",-0.0178329542167019,0.985959182607463,-57.5386057722089,3226.53246753247,2960.77777777778,58651253,58679526,"No","STX16"
"ENSG00000226673",-2.22538597734853,5.13160188316859e-23,-57.5565736868779,25.8636363636364,7.2962962962963,14280127,14285454,"DOWN","LINC01108"
"ENSG00000249264",-0.295157650059038,0.42684622978361,-57.5653248020988,195.032467532468,147.12037037037,105484698,105486080,"No","ENSG00000249264"
"ENSG00000088808",-0.0485299519015927,0.956412850352151,-57.5814181903553,1186.51298701299,1104.25,103733195,103847575,"No","PPP1R13B"
"ENSG00000197302",-0.08798239498097,0.905149523598042,-57.7170224217695,656.006493506493,573.398148148148,31713229,31794869,"No","KRBOX5"
"ENSG00000151466",-0.0817434435041413,0.914382179104956,-57.7591740578126,706.590909090909,625.074074074074,128864921,129093600,"No","SCLT1"
"ENSG00000149716",-0.0727132767754798,0.928708210343678,-57.7867519787055,794.720779220779,708.416666666667,69653076,69675416,"No","LTO1"
"ENSG00000156170",-0.0853144961120314,0.908932889996493,-57.7889373209769,677.363636363636,594.537037037037,94895767,95116455,"No","NDUFAF6"
"ENSG00000124074",-0.0545871610815362,0.94955294703902,-57.7946884882038,1058.75974025974,970.805555555556,67662945,67667265,"No","ENKD1"
"ENSG00000263874",-0.323118704036913,0.353374360449968,-57.8109717683706,178.915584415584,132.231481481481,38925168,38929384,"No","LASP1NB"
"ENSG00000112339",-0.022456305955685,0.981818988251785,-57.8535685889234,2576.27272727273,2325,134960378,135103056,"No","HBS1L"
"ENSG00000240990",-0.481557200309004,0.0855599032334234,-57.8869278709109,120.207792207792,77.9907407407407,27184507,27189298,"No","HOXA11-AS"
"ENSG00000119630",-0.0228016465143283,0.9815759419961,-57.8874579942914,2538.74025974026,2306.17592592593,74941834,74955626,"No","PGF"
"ENSG00000159214",-0.176948985104905,0.735295536575243,-57.9278122341805,327.37012987013,274.546296296296,43991359,43996528,"No","CCDC24"
"ENSG00000169026",-0.185714941604955,0.716760236001534,-57.9358261336705,311.961038961039,260.407407407407,681829,689271,"No","SLC49A3"
"ENSG00000221843",-0.399552640370857,0.193719918645669,-57.9429163467684,145.019480519481,101.222222222222,27537386,27582721,"No","SPATA31H1"
"ENSG00000203697",-1.58195134054139,1.23077055024425e-12,-57.9466721558052,36.6298701298701,11.2407407407407,223538007,223665723,"DOWN","CAPN8"
"ENSG00000168438",-0.0546506826957514,0.94955294703902,-57.9836645910664,1060.98701298701,937.444444444444,110180141,110254275,"No","CDC40"
"ENSG00000174989",-0.0576455327742508,0.946340321010597,-57.9846681813512,1005.88311688312,899.444444444444,116910950,117031148,"No","FBXW8"
"ENSG00000238062",-2.66078088163061,6.24564369766952e-30,-58.0188454578934,21.8051948051948,2.88888888888889,230984368,230996032,"DOWN","SPATA3-AS1"
"ENSG00000267508",-0.337136327198239,0.320146985038282,-58.0990973215198,172.331168831169,126.555555555556,44382298,44401608,"No","ZNF285"
"ENSG00000198948",-0.218957059317395,0.635790902457923,-58.1060850661254,265.376623376623,203.796296296296,169986597,170033031,"No","MFAP3L"
"ENSG00000141579",-1.63655408385766,1.99554750659248e-13,-58.1508048497995,35.5324675324675,12.2222222222222,82829434,82840022,"DOWN","ZNF750"
"ENSG00000254681",-0.624182691278994,0.0140885819027024,-58.1665311853561,93.1883116883117,59.1481481481481,18374521,18401940,"No","PKD1P5"
"ENSG00000015676",-0.00931775658392036,0.994873368507983,-58.2212759556718,6248.42207792208,5755.47222222222,44379119,44490658,"No","NUDCD3"
"ENSG00000274828",-0.173205007032177,0.743408274095501,-58.2216259352447,336.142857142857,274.537037037037,79677287,79679358,"No","ENSG00000274828"
"ENSG00000151164",-0.616901290658012,0.0157019373219947,-58.2250666215209,94.3831168831169,58.4351851851852,110501655,110533556,"No","RAD9B"
"ENSG00000248727",-0.995729371006381,1.48423364398807e-05,-58.2566339790097,58.5064935064935,27.5648148148148,56451627,56481946,"No","LINC01948"
"ENSG00000178445",-0.539230025096523,0.0440392039571564,-58.2893651154663,108.097402597403,65.5555555555556,6532467,6645729,"No","GLDC"
"ENSG00000155816",-0.415076414496492,0.167550127878459,-58.3344080451141,140.538961038961,103.944444444444,240014348,240475187,"No","FMN2"
"ENSG00000083307",-1.84936921142003,1.02097452900098e-16,-58.3512012875971,31.5519480519481,9.25925925925926,101492439,101669726,"DOWN","GRHL2"
"ENSG00000108474",-0.120137780912883,0.851880856745684,-58.3713592144516,485.87012987013,406.361111111111,16217191,16351797,"No","PIGL"
"ENSG00000138778",-0.047148592549555,0.958104044865344,-58.3904702757051,1238.43506493506,1135.27777777778,103105349,103198445,"No","CENPE"
"ENSG00000118733",-0.832543620174022,0.00043612778922155,-58.4240188520821,70.1753246753247,31.5648148148148,101802560,101996926,"No","OLFM3"
"ENSG00000174358",-2.14421426227151,9.70706718964287e-21,-58.4368003815163,27.2532467532468,4.55555555555556,1201595,1225111,"DOWN","SLC6A19"
"ENSG00000198774",-0.230789361439485,0.602402619147569,-58.4466564684411,253.246753246753,195.935185185185,85800703,85836409,"No","RASSF9"
"ENSG00000144827",-0.0407526075974437,0.964090136729257,-58.4577632072785,1434.45454545455,1284.15740740741,111979010,111993368,"No","ABHD10"
"ENSG00000263072",-0.126207585891956,0.840378772774504,-58.4644348697806,463.24025974026,395.694444444444,3100696,3143734,"No","ENSG00000263072"
"ENSG00000141431",-0.329907647383444,0.335655095030928,-58.466490340188,177.220779220779,140.759259259259,33578219,33751195,"No","ASXL3"
"ENSG00000142235",-0.536664390850172,0.0448807743985512,-58.5033882700824,109.012987012987,74.9814814814815,48485271,48513935,"No","LMTK3"
"ENSG00000198435",-0.126267555754492,0.840361315484521,-58.5381307992982,463.603896103896,389.472222222222,137299631,137302271,"No","NRARP"
"ENSG00000161513",-0.0521352947643384,0.952428981208111,-58.5553839196041,1123.14285714286,1042.92592592593,74862497,74873031,"No","FDXR"
"ENSG00000197056",-0.0894805177734296,0.903309315037705,-58.5812680677594,654.681818181818,567.453703703704,35032172,35115859,"No","ZMYM1"
"ENSG00000233369",-0.205364656307568,0.668160439484694,-58.5916032739324,285.305194805195,224.787037037037,73154938,73207283,"No","ENSG00000233369"
"ENSG00000146530",-0.856876092642713,0.000281152561520998,-58.5958579975351,68.3831168831169,32.5,12330885,12403941,"No","VWDE"
"ENSG00000122512",-0.099923946890057,0.886937685699546,-58.6410819749078,586.857142857143,509.416666666667,5970925,6009106,"No","PMS2"
"ENSG00000179136",-0.978550638465267,2.03605557475253e-05,-58.6622045085152,59.9480519480519,28.9351851851852,12549764,12642854,"No","LINC00670"
"ENSG00000204179",-0.674479189492678,0.00657517915887664,-58.6972084258498,87.025974025974,56.6111111111111,46911396,47002488,"No","PTPN20"
"ENSG00000255310",-0.548641643188973,0.038959955825354,-58.7010932131474,106.993506493506,69.0092592592593,11107788,11109726,"No","ENSG00000255310"
"ENSG00000227354",-0.392818378315437,0.205671455589805,-58.7544060137518,149.571428571429,103.898148148148,79406293,79427317,"No","RBM26-AS1"
"ENSG00000163207",-1.62449076620757,3.00466913657983e-13,-58.7664808996256,36.1753246753247,10.8240740740741,152908546,152911886,"DOWN","IVL"
"ENSG00000005001",-2.1898214577575,5.42610089631382e-22,-58.7839084829189,26.8441558441558,5.25,2852730,2858170,"DOWN","PRSS22"
"ENSG00000105708",-0.132305649274171,0.827565964225313,-58.8218888886665,444.590909090909,381.351851851852,19710472,19733112,"No","ZNF14"
"ENSG00000125864",-0.283566636417528,0.458001442438568,-58.8308703476624,207.467532467532,160.407407407407,17493905,17569220,"No","BFSP1"
"ENSG00000139990",-0.0173098225999938,0.986600727020858,-58.8573308905699,3400.22727272727,3109.38888888889,69050881,69153150,"No","DCAF5"
"ENSG00000170509",-0.713693968687821,0.00356782142821452,-58.8751180403251,82.4935064935065,46.3055555555556,87303789,87322886,"No","HSD17B13"
"ENSG00000183735",-0.0425717231831462,0.962174858387139,-58.8758638430083,1382.98051948052,1274.28703703704,64452090,64502114,"No","TBK1"
"ENSG00000174282",-0.00985536321643207,0.994498114299193,-58.8834913670401,5974.76623376623,5556.12962962963,7459366,7484263,"No","ZBTB4"
"ENSG00000130150",-0.0546112072069049,0.94955294703902,-58.8910946080746,1078.37012987013,971.203703703704,14873421,14922327,"No","MOSPD2"
"ENSG00000180773",-0.0625584328081085,0.941899337664303,-58.9060765134481,941.616883116883,846.861111111111,93144174,93197991,"No","SLC36A4"
"ENSG00000101574",-0.0685976943035977,0.933860935509684,-58.9147288570288,858.844155844156,768.777777777778,2537525,2571509,"No","METTL4"
"ENSG00000181404",-0.176854000685506,0.735697149054006,-58.9256859037271,333.188311688312,274.259259259259,14475,73865,"No","WASHC1"
"ENSG00000117640",-0.027066373670966,0.977424797557878,-58.941246804685,2177.65584415584,1975.59259259259,25818640,25832942,"No","MTFR1L"
"ENSG00000154493",-0.784548546090809,0.00105095052818371,-58.9481248494594,75.1363636363636,35.5555555555556,126424997,126798708,"No","C10orf90"
"ENSG00000103269",-0.470882187571525,0.0959401178241861,-58.9734074785195,125.24025974026,83.4444444444444,675671,678268,"No","RHBDL1"
"ENSG00000273373",-0.225462482474057,0.617016179781401,-58.9935761772216,261.655844155844,203.722222222222,110370154,110373003,"No","ENSG00000273373"
"ENSG00000172785",-0.141564895007901,0.809061440081961,-59.0086606516051,416.831168831169,350.222222222222,121038,179147,"No","ZNG1A"
"ENSG00000091009",-0.0504020704116275,0.953785210144623,-59.0728629532849,1172.03246753247,1054.17592592593,146203605,146289223,"No","RBM27"
"ENSG00000089356",-2.05231842768996,9.25820181233972e-20,-59.0774518827896,28.7857142857143,6.19444444444444,35115879,35124324,"DOWN","FXYD3"
"ENSG00000171943",-0.0842609197799836,0.910185626494859,-59.0893378677878,701.266233766234,614.009259259259,121184811,121392874,"No","SRGAP2C"
"ENSG00000234518",-0.223978607123486,0.620481806228458,-59.114353808663,263.928571428571,214.157407407407,89104285,89104767,"No","ENSG00000234518"
"ENSG00000278962",-0.310134365623768,0.385840095817783,-59.203442081867,190.896103896104,152.759259259259,112188364,112190635,"No","ENSG00000278962"
"ENSG00000177465",-0.261635114287284,0.518663999434432,-59.2144822946039,226.324675324675,179.268518518519,73591706,73596496,"No","ACOT4"
"ENSG00000233296",-0.985435118707379,1.81711108944354e-05,-59.2348889212611,60.1103896103896,28.037037037037,677186,697382,"No","TMEM18-DT"
"ENSG00000164379",-0.314432229599237,0.373211485181984,-59.2439322990355,188.415584415584,170.685185185185,1312098,1314758,"No","FOXQ1"
"ENSG00000250571",-0.139921914990922,0.812296683016261,-59.2460279922924,423.422077922078,356.814814814815,143267433,143276931,"No","GLI4"
"ENSG00000133315",-0.0628268819395093,0.941728240583951,-59.2800188772879,943.545454545455,837.407407407407,63998558,64166113,"No","MACROD1"
"ENSG00000172824",-0.614432609092322,0.0163096918444975,-59.292746777409,96.5,58.5648148148148,66988589,67009758,"No","CES4A"
"ENSG00000173992",-0.0279479093284253,0.976675836879369,-59.2942118392148,2121.5974025974,1918.25,66593153,66606019,"No","CCS"
"ENSG00000161328",-0.448228010254006,0.122531216386727,-59.3290893572575,132.363636363636,84.2222222222222,537527,554912,"No","LRRC56"
